Group,Genome,K00002,K00003,K00005,K00007,K00008,K00009,K00010,K00013,K00014,K00015,K00016,K00018,K00019,K00020,K00021,K00023,K00024,K00027,K00029,K00030,K00031,K00032,K00033,K00035,K00057,K00065,K00091,K00097,K00128,K00208,K00228,K00231,K00287,K00311,K00320,K00341,K00383,K00392,K00411,K00413,K00432,K00457,K00459,K00477,K00483,K00537,K00558,K00560,K00568,K00571
sponge,STY2_bin_1,0,1.786,0,0,0,0,0,1.786,1.786,0,0,0,0,3.571,0,0,1.786,0,1.786,0,1.786,0,0,0,1.786,0,0,1.786,1.786,1.786,1.786,0,1.786,1.786,0,1.786,1.786,0,1.786,1.786,0,0,0,0,1.786,1.786,5.357,1.786,1.786,53.571
sponge,IRC_PAM_SB0662_bin_28,0,4.0,0,0,0,0,4.0,4.0,8.0,4.0,0,0,0,8.0,0,0,4.0,0,0,0,4.0,0,4.0,0,4.0,8.0,0,0,0,4.0,0,0,0,0,8.0,8.0,0,0,0,0,0,0,4.0,0,16.0,0,4.0,0,0,0
sponge,CAR2_bin_7,0,2.778,0,0,2.778,0,5.556,2.778,2.778,2.778,0,0,2.778,5.556,0,2.778,5.556,0,2.778,0,2.778,0,2.778,2.778,2.778,0,0,2.778,8.333,5.556,2.778,0,0,0,0,2.778,2.778,0,2.778,2.778,0,0,0,0,0,0,8.333,0,2.778,8.333
sponge,IRC_PAM_SB0673_bin_16,0,3.448,0,0,6.897,0,3.448,3.448,3.448,6.897,0,3.448,0,3.448,0,0,3.448,0,0,0,3.448,0,3.448,0,0,3.448,6.897,0,0,0,0,0,3.448,0,0,0,0,3.448,0,0,0,0,0,17.241,0,3.448,3.448,3.448,0,10.345
seawater,seawater_seasim_SB9156_S5_bin_20,0,0,0,0,0,0,0,9.091,18.182,0,0,0,0,0,0,0,9.091,0,0,0,18.182,0,0,0,9.091,0,9.091,0,0,9.091,0,0,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.091,0,0
sponge,Aquimarina_spAU474,0,0,0,0,0,0,0,4.762,4.762,0,0,0,0,4.762,0,0,4.762,0,4.762,0,4.762,0,4.762,0,4.762,0,4.762,4.762,14.286,4.762,4.762,0,4.762,0,0,0,0,4.762,0,0,0,4.762,4.762,0,0,4.762,0,4.762,0,0
sponge,COS4_bin_55,0,3.226,0,0,0,0,0,3.226,3.226,6.452,0,3.226,0,19.355,0,3.226,3.226,0,3.226,0,3.226,0,0,0,3.226,0,0,3.226,0,3.226,3.226,0,0,3.226,9.677,0,0,0,3.226,3.226,0,0,3.226,0,3.226,3.226,3.226,0,0,3.226
sponge,COS36388_bin_5,0,0,3.03,0,9.091,0,12.121,3.03,3.03,12.121,0,0,0,3.03,3.03,0,3.03,0,3.03,0,3.03,0,3.03,0,0,0,0,3.03,3.03,3.03,0,0,0,0,3.03,6.061,0,3.03,0,0,0,0,0,15.152,0,0,0,0,0,3.03
sponge,IRC_PAM_SB0661_bin_26,0,3.03,0,0,0,0,3.03,3.03,3.03,0,0,0,0,3.03,0,0,3.03,3.03,0,0,3.03,0,0,0,3.03,0,0,0,3.03,3.03,0,3.03,0,0,6.061,6.061,0,0,0,0,3.03,0,0,9.091,0,3.03,18.182,0,0,18.182
seawater,seawater_22112_bin_9,0,5.0,0,0,0,0,0,5.0,5.0,5.0,0,0,0,0,0,0,5.0,5.0,0,0,5.0,0,0,0,0,0,0,0,0,5.0,0,5.0,0,0,20.0,10.0,0,0,0,0,5.0,0,0,5.0,0,5.0,0,0,0,10.0
sponge,IRC_PAM_SB0661_bin_32,0,0,2.5,0,10.0,0,12.5,2.5,2.5,12.5,0,0,0,2.5,2.5,0,2.5,0,0,0,2.5,0,2.5,0,0,0,0,2.5,2.5,2.5,0,0,0,0,2.5,5.0,0,2.5,0,0,0,0,0,10.0,0,0,2.5,0,0,15.0
sponge,IRC_PAM_SB0670_bin_1,0,2.941,0,0,0,0,2.941,2.941,2.941,0,0,0,0,5.882,0,0,2.941,2.941,0,0,2.941,0,0,0,2.941,0,0,0,2.941,2.941,0,2.941,0,0,5.882,5.882,0,0,0,0,2.941,0,0,8.824,0,2.941,17.647,0,0,17.647
sponge,IRC_PAM_SB0670_bin_18,0,0,0,0,0,0,0,7.143,7.143,0,0,0,0,0,0,0,7.143,0,0,7.143,7.143,0,0,0,7.143,0,0,7.143,21.429,0,0,7.143,0,7.143,0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143
seawater,seawater_bettina_36309_bin_6,0,3.571,0,0,0,0,0,3.571,0,3.571,0,0,0,10.714,0,3.571,7.143,0,3.571,0,0,0,0,0,3.571,0,0,0,14.286,7.143,3.571,0,0,3.571,0,0,3.571,0,3.571,3.571,3.571,3.571,7.143,0,0,0,0,0,7.143,0
sponge,RHO2_bin_13,0,1.852,0,0,11.111,0,3.704,1.852,1.852,1.852,0,1.852,0,3.704,0,0,5.556,0,0,0,1.852,0,1.852,0,0,3.704,0,0,0,0,0,1.852,1.852,0,0,3.704,0,1.852,0,0,0,0,0,7.407,0,0,11.111,1.852,1.852,27.778
sponge,COS36406_bin_4,0,0,0,0,8.0,0,0,4.0,4.0,12.0,0,0,0,8.0,4.0,0,0,0,0,0,8.0,0,0,0,0,0,4.0,0,0,4.0,4.0,4.0,4.0,0,0,0,4.0,8.0,0,0,0,4.0,4.0,0,0,0,8.0,4.0,0,0
sponge,COS36405_bin_12,0,3.125,0,0,0,0,0,3.125,0,3.125,0,0,0,12.5,0,3.125,3.125,0,6.25,0,3.125,0,0,0,3.125,0,3.125,3.125,9.375,6.25,3.125,0,0,3.125,0,0,3.125,0,3.125,3.125,0,3.125,6.25,0,6.25,3.125,0,0,0,3.125
sponge,RHO3_bin_4,0,3.448,0,0,0,0,3.448,3.448,3.448,0,0,0,0,6.897,0,0,3.448,3.448,0,0,3.448,0,0,0,0,0,0,0,3.448,3.448,0,3.448,0,0,3.448,6.897,0,0,0,0,3.448,0,0,3.448,0,3.448,20.69,0,0,17.241
sponge,IRC2_bin_7,0,3.448,0,0,0,0,3.448,3.448,3.448,0,0,0,0,6.897,0,3.448,3.448,0,0,0,3.448,0,0,0,3.448,13.793,0,0,3.448,3.448,0,3.448,0,0,6.897,6.897,0,0,0,0,0,0,0,3.448,0,3.448,6.897,0,0,13.793
sponge,APA_bin_13,0,6.667,0,0,0,0,0,6.667,6.667,6.667,0,6.667,0,6.667,0,0,6.667,0,0,0,6.667,0,6.667,0,6.667,6.667,0,0,0,0,0,0,0,0,6.667,13.333,0,0,0,0,0,0,0,0,0,0,0,0,0,6.667
sponge,RHO3_bin_80,0,3.704,0,0,0,0,0,3.704,3.704,3.704,0,0,0,11.111,0,0,3.704,0,3.704,0,3.704,0,0,0,3.704,7.407,11.111,0,7.407,3.704,0,0,0,3.704,3.704,0,3.704,0,0,0,0,0,0,0,3.704,3.704,0,0,3.704,7.407
sponge,IRC_PAM_SB0667_bin_9,0,5.882,0,0,0,0,0,5.882,5.882,0,0,0,0,5.882,0,0,0,0,0,0,5.882,0,5.882,0,5.882,0,5.882,0,0,0,0,0,0,0,0,17.647,0,5.882,0,0,5.882,0,0,0,0,0,5.882,0,0,17.647
sponge,GCF_000158135,0,2.703,0,0,0,0,2.703,2.703,2.703,2.703,0,0,2.703,8.108,2.703,2.703,2.703,0,5.405,0,2.703,0,0,0,2.703,0,0,5.405,16.216,5.405,2.703,0,0,2.703,0,2.703,2.703,0,5.405,2.703,0,2.703,0,0,0,2.703,0,0,2.703,2.703
sponge,IRC3_bin_11,0,3.846,0,0,7.692,0,0,3.846,3.846,7.692,0,0,0,7.692,0,0,3.846,3.846,0,7.692,0,0,0,0,3.846,3.846,3.846,0,0,0,0,0,0,0,7.692,7.692,0,0,0,0,0,0,0,0,3.846,0,7.692,0,0,11.538
sponge,RHO3_bin_43,0,7.692,0,0,7.692,0,0,7.692,7.692,7.692,0,0,0,0,0,0,7.692,0,0,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,0,7.692,0,0,0,0,0,0,0,0,0,0,0,30.769
sponge,RHO3_bin_57,0,2.273,0,0,0,0,0,2.273,2.273,4.545,0,0,0,13.636,0,2.273,2.273,0,2.273,0,2.273,0,0,0,2.273,0,2.273,2.273,2.273,2.273,2.273,0,0,2.273,15.909,2.273,2.273,0,2.273,2.273,0,0,2.273,0,15.909,2.273,0,2.273,2.273,0
sponge,RHO3_bin_53,0,0,2.941,0,5.882,0,11.765,2.941,2.941,17.647,0,0,0,2.941,2.941,0,2.941,0,2.941,0,2.941,0,2.941,0,0,0,0,2.941,2.941,2.941,0,0,0,0,2.941,5.882,0,2.941,0,0,0,0,0,8.824,0,0,5.882,0,0,2.941
sponge,COS36406_bin_18,0,2.703,2.703,0,5.405,0,0,2.703,2.703,5.405,0,0,0,5.405,2.703,2.703,5.405,0,0,0,2.703,0,2.703,0,0,0,5.405,2.703,0,2.703,0,2.703,0,0,10.811,5.405,2.703,0,0,0,0,0,0,0,16.216,2.703,2.703,0,0,2.703
seawater,seawater_22112_bin_25,0,7.692,0,0,7.692,0,0,7.692,15.385,0,0,7.692,0,0,0,0,7.692,0,0,0,7.692,0,7.692,0,7.692,0,0,0,0,0,0,0,7.692,0,0,7.692,0,0,0,0,0,0,0,0,0,7.692,0,0,0,0
sponge,RHO3_bin_47,0,0,0,0,0,0,0,5.263,5.263,5.263,0,0,0,5.263,0,0,5.263,0,5.263,5.263,5.263,0,0,0,5.263,0,0,5.263,15.789,5.263,0,5.263,0,5.263,0,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,10.526
sponge,IRC_PAM_SB0664_bin_33,0,4.762,0,0,0,0,0,4.762,4.762,4.762,0,0,0,9.524,0,0,4.762,0,0,4.762,0,0,0,0,4.762,9.524,0,0,0,4.762,0,0,0,0,4.762,9.524,0,0,0,0,0,0,0,0,4.762,0,9.524,4.762,0,9.524
sponge,IRC3_bin_15,0,3.846,0,0,0,0,0,3.846,3.846,11.538,0,0,0,15.385,0,0,3.846,0,0,3.846,0,0,3.846,0,3.846,7.692,0,0,0,3.846,0,0,0,0,3.846,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,23.077
sponge,RHO3_bin_84,0,0,0,0,4.348,0,17.391,4.348,0,13.043,4.348,8.696,0,0,0,0,4.348,0,0,0,4.348,0,4.348,0,0,0,4.348,0,0,0,0,0,0,0,0,0,0,4.348,0,0,0,0,0,17.391,0,0,0,0,0,8.696
sponge,IRC_PAM_SB0664_bin_27,0,0,2.703,0,10.811,0,13.514,2.703,2.703,13.514,0,0,0,2.703,2.703,0,2.703,0,2.703,0,2.703,0,2.703,0,0,0,0,2.703,2.703,2.703,0,0,0,0,2.703,5.405,0,2.703,0,0,0,0,0,10.811,0,0,2.703,0,0,5.405
sponge,COS36387_bin_19,0,2.703,0,0,5.405,0,5.405,2.703,2.703,2.703,0,0,0,2.703,0,0,2.703,0,2.703,0,2.703,2.703,2.703,0,0,5.405,2.703,0,5.405,2.703,0,2.703,0,0,5.405,5.405,0,2.703,0,0,0,0,0,2.703,0,0,5.405,0,0,21.622
sponge,IRC_PAM_SB0675_bin_19,0,5.0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,5.0,10.0,0,0,0,5.0,0,0,0,5.0,0,0,0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,0,5.0,0,0,0,0,15.0,0,0,20.0
sponge,CAR4_bin_4,0,3.571,0,0,3.571,0,3.571,3.571,3.571,3.571,0,0,0,0,0,0,3.571,0,0,0,3.571,0,0,0,3.571,0,0,0,0,3.571,0,3.571,0,0,17.857,7.143,0,0,0,0,0,0,0,3.571,0,3.571,17.857,0,0,10.714
sponge,STY4_bin_2,0,3.704,0,0,0,0,0,3.704,3.704,0,0,0,0,3.704,0,0,3.704,0,0,0,3.704,0,3.704,0,3.704,0,3.704,0,0,0,0,3.704,0,0,0,11.111,0,3.704,0,0,0,0,0,0,0,3.704,7.407,0,0,37.037
sponge,IRC_PAM_SB0678_bin_9,0,0,0,0,4.545,0,4.545,4.545,4.545,4.545,0,0,0,4.545,4.545,0,4.545,0,0,0,4.545,0,4.545,0,4.545,0,4.545,4.545,4.545,4.545,0,4.545,4.545,0,0,4.545,0,0,0,0,0,0,0,0,0,0,0,4.545,0,13.636
sponge,IRC2_bin_3,0,4.167,0,0,8.333,0,0,4.167,4.167,8.333,0,0,0,8.333,0,0,4.167,4.167,0,8.333,0,0,0,0,4.167,4.167,4.167,0,0,0,0,0,0,0,8.333,8.333,0,0,0,0,0,0,0,0,0,0,8.333,0,0,8.333
sponge,APA_bin_17,0,3.704,0,0,3.704,3.704,7.407,3.704,3.704,7.407,0,0,3.704,7.407,0,0,3.704,3.704,0,0,3.704,0,3.704,0,3.704,0,0,0,0,3.704,0,0,0,0,0,7.407,0,0,0,0,0,0,0,0,0,0,11.111,3.704,0,11.111
sponge,IRC_PAM_SB0664_bin_5,0,2.564,0,0,0,0,0,2.564,2.564,2.564,0,0,0,7.692,0,2.564,2.564,0,5.128,0,2.564,0,0,0,2.564,0,2.564,2.564,10.256,5.128,2.564,0,0,2.564,0,2.564,2.564,0,2.564,2.564,0,2.564,5.128,0,5.128,2.564,0,0,2.564,12.821
sponge,IRC_PAM_SB0670_bin_20,0,4.167,4.167,0,0,0,0,4.167,4.167,0,0,0,0,0,0,0,0,0,0,0,4.167,0,4.167,0,4.167,0,0,4.167,4.167,4.167,0,0,0,0,0,0,4.167,4.167,0,0,0,0,0,0,0,0,8.333,0,0,41.667
sponge,IRC_PAM_SB0661_bin_22,0,5.882,0,0,0,0,0,5.882,5.882,0,0,0,5.882,5.882,0,0,5.882,0,0,0,0,0,0,0,5.882,11.765,0,0,0,5.882,0,0,0,0,11.765,11.765,0,0,0,0,0,0,0,0,0,0,5.882,0,0,11.765
sponge,RHO2_bin_17,0,2.222,0,0,15.556,0,2.222,2.222,2.222,2.222,0,2.222,0,2.222,0,0,4.444,0,0,0,2.222,0,2.222,0,0,4.444,0,0,0,0,0,2.222,2.222,0,0,4.444,0,2.222,0,0,0,0,0,8.889,0,0,2.222,2.222,0,31.111
seawater,seawater_seasim_SB9154_S3_bin_3,0,4.0,0,0,0,0,0,4.0,4.0,0,0,0,0,4.0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,4.0,0,0,4.0,16.0,4.0,0,0,4.0,0,0,0,8.0,0,0,0,4.0,4.0,4.0,0,4.0,4.0,0,0,0,4.0
sponge,SPOO_karimiCosta_FZLQ01,0,4.167,0,0,0,0,0,4.167,4.167,0,0,0,0,8.333,0,0,4.167,0,4.167,0,4.167,0,0,0,4.167,0,0,0,4.167,4.167,4.167,0,4.167,4.167,0,4.167,4.167,0,4.167,4.167,4.167,0,8.333,0,0,4.167,0,4.167,4.167,0
sponge,COS3_bin_3,0,5.882,0,0,0,0,0,5.882,5.882,5.882,0,0,0,5.882,0,0,5.882,5.882,0,5.882,0,0,0,0,5.882,5.882,5.882,0,0,0,0,0,0,0,11.765,11.765,0,0,0,0,0,0,0,0,0,0,0,0,0,11.765
sponge,COS36388_bin_1,0,0,0,0,8.0,0,0,0,4.0,12.0,0,0,0,8.0,4.0,0,4.0,0,0,0,8.0,0,0,0,0,0,4.0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,4.0,4.0,0,0,0,4.0,4.0,0,0,0,8.0,4.0,0,0
sponge,COS36405_bin_8,0,3.571,0,0,3.571,3.571,0,3.571,7.143,7.143,0,0,3.571,7.143,0,0,3.571,3.571,0,0,3.571,0,3.571,0,3.571,0,0,0,0,3.571,0,0,0,0,10.714,7.143,0,0,0,0,0,0,0,0,0,0,3.571,3.571,0,14.286
sponge,IRC4_bin_4,0,0,0,0,4.545,0,4.545,4.545,4.545,4.545,0,0,0,4.545,4.545,0,4.545,0,0,0,4.545,0,4.545,0,4.545,0,4.545,4.545,4.545,4.545,0,4.545,4.545,0,0,4.545,0,0,0,0,0,0,0,0,0,0,9.091,4.545,0,4.545
sponge,COS4_bin_51,0,0,4.348,0,8.696,0,13.043,4.348,4.348,0,0,0,0,0,0,0,4.348,0,0,0,4.348,0,4.348,0,4.348,4.348,8.696,4.348,0,0,0,0,0,0,0,4.348,0,0,0,0,0,0,0,17.391,0,0,0,0,0,8.696
sponge,RHO1_bin_31,0,2.703,0,0,0,0,0,2.703,2.703,0,0,0,0,0,0,2.703,2.703,0,2.703,0,2.703,0,0,0,2.703,0,2.703,2.703,2.703,2.703,2.703,0,2.703,2.703,8.108,2.703,2.703,0,2.703,2.703,0,2.703,2.703,0,2.703,2.703,8.108,2.703,2.703,16.216
seawater,seawater_bettina_36328_bin_3,0,3.03,0,0,0,0,3.03,3.03,6.061,3.03,0,0,0,6.061,0,3.03,3.03,0,6.061,0,3.03,0,0,0,3.03,0,0,3.03,9.091,6.061,3.03,0,0,3.03,0,3.03,3.03,0,3.03,3.03,3.03,6.061,6.061,0,0,0,0,0,6.061,0
sponge,RHO1_bin_25,0,2.778,0,0,0,0,2.778,2.778,2.778,0,0,0,0,5.556,0,0,5.556,2.778,0,2.778,2.778,0,0,0,0,0,0,0,0,2.778,0,5.556,0,0,8.333,5.556,0,0,0,0,0,0,0,0,5.556,2.778,25.0,0,0,13.889
sponge,IRC_PAM_SB0662_bin_10,0,1.887,0,0,3.774,0,1.887,1.887,1.887,1.887,0,0,0,0,0,0,1.887,0,1.887,0,1.887,1.887,1.887,0,0,1.887,1.887,1.887,3.774,1.887,0,1.887,0,0,3.774,3.774,0,1.887,0,0,0,0,0,0,0,0,1.887,0,0,52.83
sponge,CAR2_bin_3,0,1.923,0,0,5.769,0,1.923,1.923,1.923,1.923,0,0,0,1.923,0,0,1.923,0,1.923,0,1.923,0,1.923,0,0,1.923,1.923,0,3.846,1.923,0,1.923,0,0,3.846,3.846,0,1.923,0,0,0,0,0,0,0,0,1.923,0,0,51.923
sponge,RHO1_bin_19,0,2.941,2.941,0,11.765,0,11.765,2.941,2.941,8.824,0,0,0,2.941,0,0,2.941,0,2.941,0,2.941,0,2.941,0,0,0,2.941,0,0,0,0,2.941,0,0,0,5.882,0,2.941,0,0,0,0,2.941,0,0,2.941,20.588,0,0,0
sponge,RHO1_bin_18,0,2.941,0,0,5.882,0,2.941,2.941,2.941,5.882,0,0,0,0,0,0,2.941,0,2.941,0,2.941,0,2.941,0,0,2.941,2.941,0,0,2.941,0,2.941,0,0,14.706,5.882,0,2.941,0,0,0,0,0,0,0,0,5.882,0,0,23.529
sponge,CAR2_bin_2,0,2.778,0,2.778,0,0,2.778,2.778,2.778,2.778,0,0,2.778,11.111,0,2.778,2.778,0,2.778,0,2.778,0,0,0,0,2.778,0,5.556,5.556,5.556,2.778,0,0,2.778,0,2.778,2.778,0,2.778,2.778,0,0,0,0,2.778,0,2.778,0,2.778,13.889
sponge,IRC_PAM_SB0662_bin_11,0,0,0,0,0,0,0,4.545,4.545,4.545,0,0,0,4.545,4.545,0,4.545,0,4.545,4.545,4.545,0,0,0,4.545,0,0,4.545,13.636,4.545,0,4.545,0,4.545,0,4.545,0,0,0,0,0,0,4.545,0,0,0,4.545,0,0,9.091
sponge,IRC_PAM_SB0662_bin_39,0,3.846,3.846,0,15.385,0,3.846,7.692,0,7.692,0,0,0,3.846,0,0,3.846,0,3.846,0,3.846,0,3.846,0,0,0,7.692,0,0,0,0,3.846,0,0,0,7.692,0,3.846,0,0,0,0,3.846,0,0,3.846,3.846,0,0,3.846
sponge,RHO1_bin_24,0,6.25,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,0,0,0,6.25,0,0,0,18.75,0,6.25,0,0,0,0,0,0,0,6.25,6.25,0,0,6.25
sponge,RHO1_bin_30,0,2.128,0,0,14.894,0,2.128,2.128,2.128,2.128,0,2.128,0,4.255,0,0,4.255,0,0,0,2.128,0,2.128,0,0,4.255,0,0,0,0,0,2.128,2.128,0,0,4.255,0,2.128,0,0,0,0,0,8.511,0,0,6.383,2.128,2.128,25.532
sponge,STY2_bin_4,0,6.667,0,0,6.667,0,0,6.667,6.667,0,0,0,0,0,0,0,6.667,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.667,0,6.667,0,0,0,0,0,0,0,0,20.0,0,0,26.667
seawater,seawater_bettina_36328_bin_2,0,3.226,0,0,0,0,0,3.226,3.226,3.226,0,0,0,12.903,0,0,3.226,0,3.226,0,3.226,0,0,0,3.226,0,0,6.452,6.452,6.452,3.226,0,3.226,3.226,0,3.226,3.226,0,3.226,3.226,3.226,0,3.226,0,0,0,0,3.226,3.226,6.452
sponge,COS4_bin_44,0,3.571,0,0,3.571,0,0,3.571,3.571,3.571,0,0,0,0,0,0,3.571,0,0,3.571,3.571,0,0,0,3.571,0,0,0,3.571,0,0,0,3.571,3.571,0,3.571,3.571,0,3.571,0,3.571,3.571,0,7.143,3.571,7.143,7.143,0,3.571,10.714
sponge,COS3_bin_2,0,2.703,0,0,2.703,0,2.703,2.703,2.703,5.405,0,0,0,0,0,0,2.703,0,2.703,0,2.703,0,2.703,0,0,2.703,2.703,0,0,2.703,0,2.703,0,0,13.514,5.405,0,2.703,0,0,0,0,0,0,0,0,2.703,0,0,35.135
seawater,seawater_bettina_36309_bin_3,0,3.333,0,0,0,0,0,3.333,3.333,3.333,0,0,0,13.333,0,0,3.333,0,3.333,0,3.333,0,0,0,3.333,0,0,6.667,3.333,6.667,3.333,0,3.333,3.333,0,3.333,3.333,0,3.333,3.333,3.333,3.333,3.333,0,0,0,0,3.333,3.333,3.333
sponge,RHO2_bin_16,0,0,0,0,7.143,0,3.571,3.571,3.571,0,0,0,0,0,0,0,3.571,0,0,3.571,3.571,0,3.571,0,3.571,0,3.571,3.571,3.571,3.571,0,3.571,3.571,0,0,3.571,0,0,0,0,0,0,0,0,0,0,21.429,3.571,0,14.286
sponge,COS36406_bin_1,0,0,3.125,0,6.25,0,12.5,3.125,3.125,15.625,0,0,0,3.125,3.125,0,3.125,0,3.125,0,3.125,0,3.125,0,0,0,0,3.125,3.125,3.125,0,0,0,0,3.125,6.25,0,3.125,0,0,0,0,0,9.375,0,0,0,3.125,0,3.125
sponge,IRC_PAM_SB0661_bin_37,0,3.846,0,0,3.846,3.846,0,3.846,7.692,7.692,0,0,0,7.692,0,0,3.846,3.846,0,0,3.846,0,3.846,0,3.846,0,0,0,0,3.846,0,0,0,0,7.692,7.692,0,0,0,0,0,0,0,0,0,0,3.846,3.846,0,15.385
sponge,IRC_PAM_SB0664_bin_4,0,2.439,0,0,0,0,2.439,2.439,2.439,0,0,0,0,7.317,0,4.878,2.439,2.439,0,0,2.439,0,0,0,2.439,0,2.439,0,2.439,2.439,0,2.439,0,0,41.463,4.878,0,0,0,0,0,0,0,2.439,2.439,2.439,2.439,0,0,2.439
sponge,RHO3_bin_1,0,2.273,0,0,0,0,0,2.273,2.273,2.273,0,0,0,11.364,0,2.273,2.273,0,4.545,0,2.273,0,0,0,2.273,0,2.273,2.273,9.091,4.545,2.273,0,0,2.273,0,2.273,2.273,0,2.273,2.273,0,2.273,6.818,0,4.545,2.273,4.545,0,2.273,11.364
sponge,IRC2_bin_2,0,4.0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,8.0,0,0,4.0,0,0,0,4.0,0,4.0,0,4.0,4.0,0,0,0,4.0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,0,16.0
sponge,IRC_PAM_SB0667_bin_14,0,2.778,0,0,0,0,0,2.778,2.778,2.778,0,0,0,8.333,0,2.778,2.778,0,5.556,0,2.778,0,0,0,2.778,0,2.778,2.778,8.333,8.333,2.778,0,0,2.778,0,2.778,2.778,0,2.778,2.778,0,2.778,5.556,0,5.556,2.778,5.556,0,2.778,0
sponge,STY4_bin_3,0,3.846,0,0,0,0,0,3.846,3.846,0,0,0,0,3.846,0,3.846,3.846,0,0,7.692,0,0,0,0,3.846,0,0,3.846,0,3.846,0,0,3.846,0,0,3.846,3.846,0,3.846,3.846,0,0,0,0,0,0,15.385,3.846,3.846,15.385
sponge,CAR4_bin_5,0,2.632,0,2.632,0,0,2.632,2.632,2.632,2.632,0,0,2.632,10.526,0,2.632,2.632,0,2.632,0,2.632,0,0,0,0,2.632,0,5.263,5.263,5.263,2.632,0,0,2.632,0,2.632,2.632,0,2.632,2.632,0,0,0,0,2.632,0,2.632,0,2.632,18.421
sponge,IRC3_bin_28,0,0,0,0,0,0,0,0,7.143,0,0,0,0,0,0,0,7.143,0,0,7.143,7.143,0,0,0,7.143,0,0,7.143,14.286,0,0,7.143,0,7.143,0,7.143,0,0,0,0,0,0,0,0,0,0,14.286,0,0,7.143
sponge,IRC_PAM_SB0675_bin_18,0,1.923,0,0,1.923,0,1.923,1.923,1.923,1.923,0,0,0,0,0,0,1.923,0,1.923,0,1.923,1.923,1.923,0,0,1.923,1.923,1.923,3.846,1.923,0,1.923,0,0,3.846,3.846,0,1.923,0,0,0,0,0,0,0,0,1.923,0,0,53.846
sponge,COS36387_bin_18,5.263,5.263,0,0,5.263,0,0,5.263,0,0,0,5.263,0,5.263,0,0,5.263,0,0,0,5.263,0,5.263,0,0,0,0,0,10.526,10.526,0,5.263,5.263,0,0,0,0,0,0,0,0,5.263,0,0,0,0,0,5.263,0,10.526
sponge,IRC3_bin_14,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,5.0,0,5.0,0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,5.0,0,0,0,5.0,0,0,0,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,5.0
sponge,COS36406_bin_19,0,3.226,0,0,6.452,0,0,3.226,3.226,6.452,0,0,0,9.677,3.226,0,6.452,0,0,3.226,0,0,3.226,0,3.226,0,3.226,3.226,0,3.226,0,3.226,0,0,9.677,3.226,3.226,0,0,0,0,0,3.226,0,3.226,3.226,0,0,0,9.677
sponge,RHO3_bin_52,0,0,2.5,0,12.5,0,12.5,2.5,2.5,12.5,0,0,0,2.5,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,0,0,0,2.5,2.5,2.5,0,0,0,0,2.5,5.0,0,2.5,0,0,0,0,0,12.5,0,0,2.5,2.5,0,5.0
sponge,GCF_001941685,2.5,2.5,0,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5.0,0,2.5,2.5,0,5.0,0,2.5,0,2.5,0,2.5,2.5,0,2.5,7.5,7.5,2.5,0,2.5,2.5,0,2.5,2.5,0,2.5,0,0,2.5,2.5,0,0,2.5,7.5,2.5,2.5,0
sponge,RHO3_bin_50,0,1.852,0,0,3.704,0,7.407,1.852,1.852,1.852,0,0,0,0,0,0,1.852,0,1.852,0,1.852,1.852,1.852,0,0,1.852,1.852,0,3.704,1.852,0,1.852,0,0,5.556,3.704,0,1.852,0,0,0,0,0,1.852,0,0,5.556,0,0,42.593
sponge,IRC_PAM_SB0664_bin_24,0,3.226,0,0,9.677,0,6.452,3.226,3.226,6.452,0,3.226,0,3.226,0,0,6.452,0,0,0,3.226,0,0,0,0,6.452,0,0,0,0,0,3.226,3.226,0,0,3.226,0,3.226,0,0,0,0,0,22.581,0,3.226,0,3.226,0,3.226
sponge,IRC3_bin_16,0,3.448,3.448,0,10.345,0,10.345,3.448,3.448,6.897,0,0,0,3.448,0,0,3.448,0,3.448,0,3.448,0,3.448,0,0,0,6.897,0,0,0,0,3.448,0,0,0,6.897,0,3.448,0,0,0,0,3.448,0,0,3.448,13.793,0,0,0
